	iso	lang_name	bible_name	bible_id	population	country	video_date	audio_date	text_date	
	npi	Nepali	New Revised Version - LUMO Christmas Film	NEPLCF	11100000	Nepal	2021-09-23	NULL,NULL
	bng	Bengali - India	Standard Version - LUMO Easter Film	BENLEF	3900	India	2021-09-23	NULL,NULL
	srp	Serbian	New Serbian Translation	SRPLPF	6620000	Serbia	2021-09-23	NULL,NULL
	pmf	Pamona	2000 LAI	PMFLAI	NULL	Indonesia	2021-09-22	2021-10-26	NULL
	noi	Noiri	2020 by The Word for the World International	NOIWFW	100000	India	2021-09-21	2021-07-13	NULL
	pcf	Paliyan	2018 The Word for the World International	PCFWFW	9520	India	2021-09-21	2021-07-13	NULL
	nlx	Nahali	2018 The Word for the World International	NLXWFW	15000	India	2021-09-20	2021-07-13	NULL
	udg	Muduga	New Life Computer Institute	UDGNLC	3370	India	2021-09-20	2021-08-23	NULL
	tam	Tamil	Contemporary Version - LUMO Easter Film	TAMLEF	60700000	India	2021-09-17	NULL,NULL
	tam	Tamil	Contemporary Version - LUMO Christmas Film	TAMLCF	60700000	India	2021-09-17	NULL,NULL
	lua	Tshiluba	1996 Alliance Biblique de la Republique Democratique du Congo	LUBL96	6300000	Democratic Republic of the Congo	2021-09-17	2021-07-01	NULL
	ngp	Nguu	Ndangano Imp'hya kwa Want'hu Wose	NGPPBT	132000	Tanzania	2021-09-16	2022-02-09	2018-04-04	
	buu	Budu: Neta	Wycliffe Bible Translators, Inc.	BUUBDV	NULL	Democratic Republic of the Congo	2021-09-16	2021-09-24	NULL
	nnq	Ngindo	Lilagano Liyono ku Bandu Boa	NNQPBT	220000	Tanzania	2021-09-15	2022-02-09	2018-04-04	
	lbm	Lodha	2018 The Word for the World International	LBMLHV	25000	India	2021-09-15	2021-10-28	2021-12-07	
	bgd	Bareli, Rathwi	New Life Computer Institute	BGDNLC	101000	India	2021-09-15	2021-07-21	NULL
	lik	Lika	2019 Wycliffe Bible Translators	LIKWBT	60000	Democratic Republic of the Congo	2021-09-15	2021-09-30	NULL
	lbm	Lodhi	2018 The Word for the World International	LBMWFW	NULL	India	2021-09-15	2021-07-13	NULL
	tap	Taabwa	The Word for the World Bible	TAPWFW	250000	Democratic Republic of the Congo	2021-09-14	2022-02-09	2018-04-04	
	krs	Gbaya	2019 Wycliffe Bible Translators, Inc	KRSWYI	16000	South Sudan	2021-09-14	2022-03-01	2020-01-29	
	dga	Dagaare, Southern	New Revised Standard Version	DGANEW	700000	Ghana	2021-09-14	2022-03-02	2018-03-22	
	kwi	Awa for Ecuador	2002 Wycliffe Bible Translators Inc.	KWIWBT	12000	Ecuador	2021-09-14	2022-03-01	2018-04-13	
	jah	Jah Hut	Bible Society of Malaysia	JAHBSM	0	Malaysia	2021-09-08	2021-08-17	NULL
	tdn	Tondano	Pusat Penerjemahan Alkitab - Gereja Masehi Injili di Minahasa	TDNPPA	92000	Indonesia	2021-09-08	2021-09-16	NULL
	xpe	Kpelle, Liberia	1967 Bible Society in Liberia	XPEBSL	760000	Liberia	2021-09-03	2022-03-03	2021-07-15	
	kwf	Kwara'ae	2003 Wycliffe Bible Translators, Inc.	KWFWBT	32400	Solomon Islands	2021-09-03	2022-03-01	2022-04-06	
	pss	Kaulong	2015 Bibles International	PSSBIV	4000	Papua New Guinea	2021-09-03	2022-03-02	2022-04-06	
	xon	Konkomba, Likoonli	2014 Bible Society of Ghana	XONBSG	NULL	Ghana	2021-09-02	2021-10-28	2021-10-28	
	cak	Cakchiquel Western	Cakchiquel Occidental - 1996 WBT	CAKK96	NULL	Guatemala	2021-09-02	2021-05-24	2018-04-04	
	txs	Tonsea	PPA-GMIM	TXSPPA	90000	Indonesia	2021-08-31	2021-09-16	NULL
	xdn	Kunda	Kunda Bible Translation and Literacy & Partners in Bible Translation	XDNPIT	NULL	Zambia	2021-08-30	2022-03-03	NULL
	bom	Berom	Nigeria Bible Translation Trust	BOMNBT	1000000	Nigeria	2021-08-30	2021-10-28	2022-04-04	
	mee	Mengen	2003 Wycliffe Bible Translators, Inc.	MEETBL	8400	Papua New Guinea	2021-08-30	2021-11-08	2018-04-13	
	lrc	Northern Luri	Korpu Ltd	LRCIKV	1500000	Iran	2021-08-30	2021-08-19	NULL
	arb	Arabic Standard	Van Dyke Version - multi voice	ARBVDV	NULL	Iran	2021-08-27	2021-08-27	2021-08-27	
	glk	Gilaki	2019 Edition	GLKGMV	3270000	Iran	2021-08-26	2021-06-28	2021-06-08	
	jmd	Yamdena	Yamdena Book of Mark	JMDYPM	25000	Indonesia	2021-08-25	2021-07-28	NULL
	diq	Dimli	Bible Society in Turkey	DIQWYI	1500000	Turkey	2021-08-25	2022-03-02	2021-01-21	
	jac	Jacalteco Eastern	1997 Wycliffe Bible Translators Inc.	JACWBT	NULL	Guatemala	2021-08-25	2022-03-01	2018-04-13	
	mgd	Moru	1996 The Bible Society of South Sudan	MGDBSS	70000	South Sudan	2021-08-25	2022-03-01	2018-03-22	
	ibg	Ibanag	1989 Philippine Bible Society	IBGPBS	500000	Philippines	2021-08-25	2022-03-02	NULL
	myl	Moma	Kartidaya Version	MYLKDV	5500	Indonesia	2021-08-23	2021-11-03	2022-06-14	
	hwc	Hawai'i Pidgin	2020 Wycliffe Bible Translators, Inc.	HWCWYI	600000	United States	2021-08-23	2022-01-24	2021-09-20	
	inb	Inga	1996 Wycliffe Bible Translators Inc.	INBWBT	18000	Colombia	2021-08-23	2021-05-25	2018-04-13	
	ctu	Chol, Tumbalá	Sociedad Bíblica de México	CTUBLI	145000	Mexico	2021-08-23	2021-05-24	2018-04-13	
	quc	Kiche (Centro Occidental)	1997 Wycliffe Bible Translators Inc.	QUTIBS	NULL	Guatemala	2021-08-20	2022-03-02	2021-11-10	
	ses	Songhay, Gao	Velberter Mission  & Wycliffe Bible Translators, Inc	SESNEW	430000	Mali	2021-08-20	2022-02-09	2018-04-04	
	ksz	Kodaku	Wycliffe India Version	KSZWIN	15700	India	2021-08-20	2022-03-01	2018-04-04	
	ayz	Mai Brat	2005 Yayasan Sumber Sejahtera	AYZYSS	20000	Indonesia	2021-08-20	2021-04-23	2021-06-15	
	kik	Kikuyu	1965 Bible Society of Kenya	KIUBSK	6623000	Kenya	2021-08-18	2022-03-01	2021-06-18	
	emp	Emberá, Northern	2011 Wycliffe Bible Translators Inc.	EMPWYI	22500	Panama	2021-08-17	2022-03-02	2021-11-10	
	byr	Yipma (Baruya)	1993, 1994 Wycliffe Bible Translators, Inc.	BYRWBT	6600	Papua New Guinea	2021-08-17	2021-10-22	2020-01-15	
	poe	Ngiva, San Juan Atzingo	2016 Wycliffe Bible Translators, Inc.	POEWBT	5000	Mexico	2021-08-17	2022-03-02	2022-04-07	
	lip	Sekpele	2008 Wycliffe Bible Translators, Inc.	LIPWBT	23400	Ghana	2021-08-16	2021-07-01	2018-04-04	
	hig	Higgi	1997 Bible League Intl.	HIGTBL	300000	Nigeria	2021-08-16	2022-03-02	2018-04-04	
	arb	Arabic Standard	Van Dyke Version - single voice	ARBVDVS	NULL	Iran	2021-08-13	2022-01-09	2021-08-26	
	frd	Seira	Seira Book of Mark	FRDYPM	NULL	Indonesia	2021-08-13	2021-11-02	NULL
	stb	Subanen, Northern	2011 Translators Association of the Philippines, Inc. and Philippine Bible Society	STBTAP	85400	Philippines	2021-08-13	2021-08-31	NULL
	trq	Triqui, San Martín Itunyoso	La Liga Bíblica 1996, 2009	TRQTBL	2000	Mexico	2021-08-13	2022-03-02	NULL
	lbw	Tolaki	LAI 2013	LBWLAI	331000	Indonesia	2021-08-13	2022-02-09	2022-04-05	
	cmn	Hui	Tianjing (Huizuban Shengjing)	CHNCNV	NULL	China	2021-08-11	2021-05-31	2018-04-04	
	klw	Tado (Lindu)	Kartidaya	KLWKDV	2400	Indonesia	2021-08-10	2021-07-07	2022-03-29	
	mey	Hassaniyya	PBT Version	MEYPBT	2770000	Mauritius	2021-08-10	2022-02-09	NULL
	nxl	Nuaulu, South	Gereja Protestan Maluku	NXLWYI	1500	Indonesia	2021-08-10	2021-11-01	NULL
	ksr	Borong	2002, 2011 The Bible Society of Papua New Guinea	KSRPNG	2200	Papua New Guinea	2021-08-10	2022-05-27	2018-04-13	
	dts	Dogon, Toroso	1995 Bible Society of Mali	DTSABM	50000	Mali	2021-08-06	2022-03-02	2018-04-04	
	xdy	Delang	Yayasan Caleb and Joshua	XDYYCJ	520000	Indonesia	2021-08-06	2021-11-01	NULL
	max	Malay, North Maluku	Perjanjian Baru terjemahan Bahasa Melayu Maluku Utara	MAXLAI	700000	Indonesia	2021-08-05	2021-09-30	NULL
	pkr	Kurumba, Pal	New Life Computer Institute	PKRNLC	1370	India	2021-08-05	2021-06-07	NULL
	wbi	Vwanji	2019 Wycliffe Bible Translators, Inc.	WBIWYI	28000	Tanzania	2021-08-05	2022-02-10	NULL
	guj	Gujarati	Gujarati New India Bible	GUJLPF	45700000	India	2021-08-05	NULL,NULL
	srr	Seereer	1987 Bible Society of Senegal	SRRFUL	1130000	Senegal	2021-08-02	2022-03-02	NULL
	sya	Siang	Yayasan Caleb and Joshua	SYAYCJ	60000	Indonesia	2021-08-02	2021-07-07	NULL
	fuc	Pulaar	1997 Bible Society of Senegal	FUCBSS	2740000	Mali	2021-07-30	2018-12-12	NULL
	sbp	Sangu	Wycliffe Bible Translators, Inc	SBPWBT	75000	Tanzania	2021-07-30	2021-12-07	2021-06-18	
	kbq	Kamano	Tyndale Bible Translators	KBQWBT	63200	Papua New Guinea	2021-07-30	2021-11-01	2022-04-06	
	nxq	Naxi	NVS Version	NXQNVS	300000	China	2021-07-30	2021-06-04	2021-06-11	
	mar	Marathi	Marathi New India Bible Version	MARLPF	71700000	India	2021-07-29	NULL,NULL
	bmv	Bum	2014 CABTAL, In cooperation with Wycliffe Bible Translators, Inc.	BMVCAB	21400	Cameroon	2021-07-28	2021-05-04	2018-04-04	
	omi	Omi	Wycliffe Bible Translators, Inc	OMIWYI	91000	Democratic Republic of the Congo	2021-07-28	2021-08-06	NULL
	nsk	Naskapi	Naskapi Development Corporation	NSKNNT	620	Canada	2021-07-27	2022-02-09	NULL
	uig	Uyghur (Central Asia)	Hazirqi Zaman Uyghurche Terjimisi/ Modern Uyghur	UIGUMC	NULL	Kazakhstan	2021-07-26	2022-02-10	2018-05-16	
	yat	Yambetta	2016 CABTAL -  Nɛsɔ́g nɛ́ Nɛwa	YATCAB	3700	Cameroon	2021-07-26	2022-03-03	2022-04-05	
	mgq	Malila	Wycliffe Bible Translators, Inc.	MGQWYI	65000	Tanzania	2021-07-23	2022-02-09	NULL
	yas	Nugunu	2017 CABTAL	YASWYI	35000	Cameroon	2021-07-23	2022-03-03	2022-04-07	
	zmz	Mbandja	1997 Société Biblique de la République Démocratique du Congo	ZMZDRC	352000	Democratic Republic of the Congo	2021-07-23	2022-01-27	2021-12-13	
	lns	Lamnso	2014 Cameroon Association for Bible Translation and Literacy (CABTAL)	LNSCAB	240000	Cameroon	2021-07-22	2022-03-01	2022-04-06	
	pcc	Bouyei: Zhenningxian	ZXN Version	PCCZXN	2600000	China	2021-07-19	NULL	2022-01-04	
	btt	Bete-Bendi	1982 Public Domain	BTTPDT	100000	Nigeria	2021-07-19	2022-03-02	2018-04-04	
	teo	Teso	Bible Society of Kenya	TEOBSK	1570000	Kenya	2021-07-19	2021-05-05	NULL
	kpy	Koryak	2005 Institute for Bible Translation, Moscow	KPYLUK	1670	Russia	2021-07-19	2022-02-09	2022-04-06	
	fij	Fijian	Fijian New Version	FIJBSP	330000	Fiji	2021-07-15	2018-04-13	2018-04-04	
	trn	Trinitario	New Tribes Mission	TRNNTM	5500	Bolivia	2021-07-15	2022-02-10	2018-05-16	
	evn	Evenki	2002 Edition	EVNIBT	11000	Russia	2021-07-15	2022-02-08	2022-04-05	
	hne	Chhattisgarhi	Bible Society of India	HNEBSI	13300000	India	2021-07-15	NULL,NULL
	mge	Mango	2019 Wycliffe Bible Translators, Inc	MGEATA	52200	Chad	2021-07-13	2022-03-01	2020-08-13	
	gej	Mina	2004 Bible Society of Togo	GEJBS2	201000	Togo	2021-07-13	2022-03-02	2018-04-13	
	div	Dhivehi	Wycliffe Bible Translators, Inc	DIVWYI	331000	Maldives	2021-07-13	2021-11-05	2022-04-05	
	mfq	Moba	2007 Bible Society of Togo	MFQABT	189000	Togo	2021-07-13	2022-03-01	2018-03-22	
	buu	Budu: Koya	Wycliffe Bible Translators, Inc.	BUUWYI	180000	Democratic Republic of the Congo	2021-07-13	2021-10-14	NULL
	kbp	Kabiyè	Roman Catholic Version	KBPRCV	700000	Togo	2021-07-09	2022-03-01	2018-04-04	
	quw	Quichua, Tena Lowland	1982 Hermanos Libres del Ecuador (Revision)	QUWHLE	20000	Ecuador	2021-07-09	2022-03-02	2018-04-04	
	tnn	Nen-naka	2007 Wycliffe Bible Translators, Inc.	TNNWBT	5000	Vanuatu	2021-07-07	2022-02-10	2018-04-04	
	quh	Quechua, South Bolivian	2014 Bible Society of Bolivia	QUHQUE	2780000	Bolivia	2021-07-06	2022-03-02	2018-03-22	
	had	Hatam	2013 LAI	HADLAI	16000	Indonesia	2021-07-02	2022-03-02	2022-06-20	
	jav	Javanese	New Revised Javanese (formal) Version, 2006	JAVNRF	84300000	Indonesia	2021-07-01	2018-04-16	2022-04-05	
	kue	Kuman	2008 Wycliffe Bible Translators, Inc.	KUEPNG	115000	Papua New Guinea	2021-07-01	2022-03-01	2018-04-13	
	kqr	Kimaragang	Wycliffe Bible Translators, Inc	KQRWYI	0	Malaysia	2021-07-01	2022-03-01	2021-11-08	
	tuv	Turkana	2001 Bible Society of Kenya	TUVTUV	989000	Kenya	2021-07-01	2021-07-12	NULL
	jow	Jowulu	Wycliffe Bible Translators, Inc	JOWWYI	10000	Mali	2021-07-01	2022-03-01	NULL
	kmw	Komo (Democratic Republic of Congo)	Wycliffe Bible Translators, Inc.	KMWWYI	400000	Democratic Republic of the Congo	2021-06-30	2021-09-29	NULL
	saq	Ilchamus	Bible Translation and Literacy	SAQSIV	NULL	Kenya	2021-06-30	2021-08-13	NULL
	itl	Itelmen	2002 Institute for Bible Translation, Moscow	ITLIBT	80	Russia	2021-06-30	2021-05-25	2022-04-06	
	qxq	Qashqa’i	Korpu Ltd.	QXQKLV	1500000	Iran	2021-06-30	2021-10-18	NULL
	vid	Vidunda	Ilagano lya Sambi kwa Wanhu Weng'ha	VIDWFW	32000	Tanzania	2021-06-29	2022-02-10	2022-01-04	
	pis	Pijin	2007 Bible Society of the South Pacific and Wycliffe Bible Translators, International	PISWBT	24400	Solomon Islands	2021-06-29	2022-03-02	2018-04-04	
	aka	Akan: Asante	1964 Bible Society of Ghana	AKAUBS	NULL	Ghana	2021-06-23	2021-04-22	NULL
	igl	Igala	1970 Bible Society of Nigeria	IGLNEW	800000	Nigeria	2021-06-22	2021-05-25	NULL
	als	Albanian	Interconfessional/së bashku	ALSBSA	2900000	Albania	2021-06-21	2021-04-22	2018-04-04	
	pae	Pagibete	ACTOBA-SUBO	PAEACT	28000	Democratic Republic of the Congo	2021-06-18	2021-06-10	NULL
	qug	Quichua, Chimborazo	2003 Bible Society of Ecuador	QUGSBE	800000	Ecuador	2021-06-18	2022-03-02	NULL
	mqj	Mamasa	2011 Lembaga Alkitab Indonesia	MQJLAI	100000	Indonesia	2021-06-18	2022-03-01	2022-04-06	
	mxb	Mixteco de Tezoatlan	2006 Bible League International	MXBMVR	5080	Mexico	2021-06-18	2022-03-01	2018-04-13	
	boj	Anjam	2013 Wycliffe Bible Translators, Inc.	BOJWBT	2020	Papua New Guinea	2021-06-18	2021-06-29	2022-04-04	
	bcw	Bana	2005 Wycliffe Bible Translators Inc.	BCWWBT	23000	Cameroon	2021-06-17	2021-04-23	2018-04-04	
	mif	Mofu-Gudur	2007 Wycliffe Bible Translators Inc.	MIFWBT	60000	Cameroon	2021-06-17	2022-03-01	2018-04-04	
	gbo	Grebo, Northern	Messengers of Christ-Lutheran Bible Translators, Inc. 1989	GBOLBT	84500	Liberia	2021-06-17	2022-02-08	2022-04-05	
	ziw	Zigua	Lagano Hya Dya Mbuli Zedi Kwa Wantu Wose	ZIWPBT	355000	Tanzania	2021-06-16	2022-02-10	2018-04-04	
	rub	Lugungu	2017 Wycliffe Bible Translators, Inc	RUBWBT	49000	Uganda	2021-06-16	2022-03-02	2022-04-06	
	ruf	Lughuru	Laghano Lya Sambi Kwe Iwanu Wose	RUFPWW	692000	Tanzania	2021-06-09	2022-02-09	2018-03-22	
	rus	Russian	1876 Synodal Bible, Light of the East Mission Anniversary Bible	RUSSYN	137000000	Russia	2021-06-09	2021-12-08	2021-06-10	
	blx	Ayta, Mag-Indi	Wycliffe Bible Translators, Inc.	BLXWBT	5000	Philippines	2021-06-08	2021-06-07	2021-06-10	
	mcu	Mambila	2001 Wycliffe Bible Translators Inc.	MCUTBL	30000	Cameroon	2021-06-08	2022-03-01	2022-04-06	
	zar	Zapotec del Rincón	1971 La Biblioteca Mexicana del Hogar	ZARTBL	29200	Mexico	2021-06-08	2022-03-03	2018-04-13	
	ttq	Tamajaq	2015 Edition	TTQWBT	450000	Niger	2021-06-07	2022-02-10	2019-08-22	
	vai	Vai	2002 Bible Society in Liberia	VAIBSL	104000	Liberia	2021-06-04	2022-03-02	NULL
	mnh	Mono	ACOTBA-SUBO	MNHACT	65000	Democratic Republic of the Congo	2021-06-04	2021-05-28	NULL
	mas	Maasai	Biblia Sinyati Version	MASMAS	842000	Kenya	2021-06-04	2022-03-01	NULL
	blh	Belleh	Bible Society in Liberia 1988	BLHLBT	12800	Liberia	2021-06-04	2021-06-29	2019-06-12	
	ttq	Tamajaq	2015 Edition	TTQWBB	450000	Niger	2021-06-02	2022-02-10	2019-11-22	
	bqp	Bisã	SIM Nigeria, 2005	BQPSIM	40000	Nigeria	2021-06-01	2021-05-18	2018-05-16	
	mxq	Mixe de San Juan Juquila	2009 Wycliffe Bible Translators, Inc	MXQTBL	8000	Mexico	2021-06-01	2022-02-09	2018-04-13	
	dgi	Dagara, Wule	2017 Edition	DGIATA	NULL	Burkina Faso	2021-05-28	2021-10-26	NULL
	men	Mende (Sierra Leone)	2002 Bible Society in Sierra Leone	MENBSL	1480000	Sierra Leone	2021-05-28	2022-03-01	2022-04-07	
	adj	Adioukrou	1998 Wycliffe Bible Translators Inc.	ADJWBT	100000	Ivory Coast	2021-05-28	2021-05-24	2018-04-04	
	bzd	Bribri	Common Language (Popular Version)	BZDWBT	11000	Costa Rica	2021-05-28	2021-05-30	NULL
	kfb	Kolami, Northwestern	2005 Edition	KFBNTA	122000	India	2021-05-28	2021-07-01	2021-02-23	
	ayr	Aymara	2011 Bible Society of Bolivia	AYMBSB	2098000	Bolivia	2021-05-26	2021-04-23	2018-04-04	
	lje	Rampi	2017 Lembaga Alkitab Indonesia	LJELAI	10000	Indonesia	2021-05-24	2022-03-01	2019-11-06	
	hus	Tének de San Luis Potosi	2017 Bibles International	HUSBIV	131000	Mexico	2021-05-21	2021-11-02	2022-04-05	
	rjs	Rajbanshi	2009 Edition	RJSMTS	130000	Nepal	2021-05-20	2022-02-09	2018-08-09	
	fuq	Fulfulde, Central Eastern Niger	2015 SIM Niger & Wycliffe Bible Translators	FUQWBT	450000	Niger	2021-05-17	2018-12-12	2018-03-22	
	izr	Izere	2006 Bible League Intl.	IZRTBL	50000	Nigeria	2021-05-14	2021-05-25	2018-04-04	
	shk	Shilluk	Bible Society of South Sudan	SHKBSS	175000	South Sudan	2021-05-14	2022-03-02	2018-03-22	
	cwe	Kwere	2014 Edition	CWEPBT	98000	Tanzania	2021-05-13	2022-03-02	2018-03-22	
	cap	Chipaya	2004 Bible Society of Bolivia	CAPSBB	1200	Bolivia	2021-05-10	2021-05-24	2018-04-13	
	qxo	Quechua Southern Conchucos Ancash	2002 Bible League International	QXOLLB	250000	Peru	2021-05-07	2022-03-02	2018-04-13	
	bbo	Konabere	Alliance Biblique au Mali, 2017	BBOBSM	35000	Mali	2021-05-07	2021-05-27	2020-06-18	
	dnj	Dan West	1994 Wycliffe Bible Translators Inc.	DNJWST	NULL	Ivory Coast	2021-05-07	2022-03-02	2018-04-13	
	bqc	Boko	SIM Nigeria	BQCSIM	96000	Benin	2021-05-07	2021-11-03	2018-03-22	
	moz	Guergiko	Wycliffe Bible Translators, Inc.	MOZWYI	12000	Chad	2021-05-05	2022-03-01	2022-04-05	
	yuz	Yuracaré	New Tribes Mission	YUZNTM	2680	Bolivia	2021-05-05	2022-02-10	2018-05-16	
	dnj	Dan East	1991 Wycliffe Bible Translators Inc.	DNJEST	NULL	Ivory Coast	2021-05-05	2022-03-02	2018-04-13	
	bus	Bokobaru	2005 SIM Nigeria	BUSSIM	30000	Nigeria	2021-05-05	2021-05-30	2018-03-22	
	sld	Sissala	1999 Bible League Intl.	SLDTBL	13000	Burkina Faso	2021-05-05	2022-03-02	2018-04-04	
	mzj	Manya	2018 Edition	MZJSIM	50400	Liberia	2021-05-04	2022-03-01	2022-04-07	
	xrb	Karaboro	1993 Wycliffe Bible Translators Inc.	XRBWBT	35000	Burkina Faso	2021-05-04	2022-03-03	2018-04-04	
	neb	Toura	2004 Wycliffe	NEBWYI	50000	Ivory Coast	2021-05-04	2022-03-01	2022-04-05	
	udu	Uduk	2007 SIM	UDUSIM	22000	Sudan	2021-05-04	2022-03-02	2018-04-13	
	kvn	Kuna Border	Wycliffe Bible Translators, Inc. 2009	KVNWBT	2600	Panama	2021-04-29	2022-03-01	2018-04-13	
	gug	Guarani, Paraguayan	2012 Bible Society of Paraguay	GUGPBS	4650000	Paraguay	2021-04-27	2022-03-02	2018-04-13	
	fra	French	Parole de Vie - French	FRAPDF	53500000	France	2021-04-27	NULL	2018-05-16	
	klv	Maskelynes	2013 Wycliffe Bible Translators. Inc	KLVWBT	1100	Vanuatu	2021-04-26	2022-02-09	2022-04-07	
	tes	Tengger	Wycliffe Bible Translators, Inc.	TESWYI	80000	Indonesia	2021-04-26	2021-12-06	NULL
	mjv	Mannan	New Life Computer Institute	MJVNLC	7850	India	2021-04-23	2022-03-01	2022-04-07	
	upv	Uripiv	Wycliffe Bible Translators, Inc. 2006	UPVWBT	9000	Vanuatu	2021-04-23	2022-02-10	2022-04-05	
	aoz	Amanuban	2020 Unit Bahasa dan Budaya (UBB)	AOZUBB	NULL	Indonesia	2021-04-23	2021-10-26	2022-01-24	
	apb	Sa’a	2016 Wycliffe Bible Translators	APBWYI	11500	Solomon Islands	2021-04-23	2021-07-30	2022-04-06	
	tgl	Tagalog	2012 Magandang Balita Biblia	TGLPBS	21500000	Philippines	2021-04-22	2021-11-03	2018-04-04	
	peg	Pengaporja	2018 The Word for the World	PEGWFW	0	India	2021-04-20	2022-02-09	2021-06-08	
	tdj	Tajio	2015 Yayasan Suluh Insan Lestari	TDJYSI	12000	Indonesia	2021-04-20	2021-11-02	2021-06-08	
	rus	Russian	Holy Bible, New Russian Translation	RUSBIB	137000000	Russia	2021-04-20	2022-02-09	2019-04-29	
	njo	Naga, Ao	Common Language Version	NJOCLV	261000	India	2021-04-20	NULL,NULL
	kcg	Tyap	2015 Wycliffe Bible Translators, Inc.	KCGWBT	130000	Nigeria	2021-04-20	2022-03-01	2018-04-04	
	zne	Zande	The BIble Society in South Sudan 2011	ZNEZNE	730000	Democratic Republic of the Congo	2021-04-19	2022-03-03	2018-03-22	
	jpn	Japanese	Japanese Contemporary Bible	JPNJCB	121000000	Japan	2021-04-16	2021-10-14	2020-01-15	
	zlm	Malay	Alkitab Versi Borneo	ZLMAVB	10500000	Malaysia	2021-04-16	2022-03-03	2018-03-22	
	llg	Lole	2019 Unit Bahasa dan Budaya (UBB)	LLGUBB	20000	Indonesia	2021-04-15	2022-02-09	2022-01-24	
	hil	Hiligaynon	Hiligaynon 1983 Popular Version	HILHPV	5770000	Philippines	2021-04-15	2022-03-02	2019-01-11	
	bdv	Bodoporja	2018 The Word for the World International	BDVWFW	50000	India	2021-04-15	2021-04-23	2021-06-08	
	mkl	Mokole	2006 SIM	MKLSIM	65500	Benin	2021-04-15	2022-03-01	2018-09-18	
	hin	Hindi	New Hindi Version	HINHNV	258000000	India	2021-04-13	2021-06-01	NULL
	mpd	Manchineri	2008 New Tribes Mission	MPDNTM	940	Brazil	2021-04-13	2022-03-01	NULL
	bsc	Oniyan	2016 Ligue Biblique Internationale	BSCWBT	13300	Senegal	2021-04-13	2021-05-18	2022-04-06	
	mzw	Deg	1990 Wycliffe Bible Translators Inc.	MZWNVS	26400	Ghana	2021-04-13	2022-02-09	2022-04-05	
	fin	Finnish	1992 The Evangelical Lutheran Church of Finland	FINELC	4700000	Finland	2021-04-13	NULL	2018-04-13	
	guw	Gun-Alada	1987 Bible Society of Benin	GUWNVS	320000	Benin	2021-04-13	2022-02-08	NULL
	eza	Ezaa	2014 Wycliffe Bible Translators, Inc. in cooperation with Abakaliki Literacy and Translation Trust	EZAWBT	590000	Nigeria	2021-04-13	2018-05-21	2022-05-19	
	knf	Mankanya	2014 Wycliffe Bible Translators, Inc.	KNFWBT	44200	Senegal	2021-04-13	2021-11-02	2018-04-04	
	agu	Aguacateco	1993 Wycliffe	AGUNVS	18000	Guatemala	2021-04-13	2021-04-22	2022-04-28	
	knk	Kuranko	2005 Bible Society in Sierra Leone	KNKBSL	268000	Sierra Leone	2021-04-13	2021-07-01	2018-03-22	
	yor	Yoruba	Yoruba Contemporary Bible	YORLPF	18900000	Nigeria	2021-04-09	NULL,NULL
	ify	Antipolo Ifugao	2008 Wycliffe	IFYWBT	8000	Philippines	2021-04-09	2021-05-25	2018-04-04	
	bsq	Bassa	2002 Bible Society in Liberia	BSQLBS	403200	Cameroon	2021-04-09	2021-05-18	NULL
	ibo	Igbo	Baịbụlụ Nsọ (BN)	IBOLPF	18000000	Nigeria	2021-04-09	NULL,NULL
	syl	Sylheti	2014 Edition	SYLWYI	7000000	Bangladesh	2021-04-08	2022-04-29	2021-06-10	
	nfa	Dhao	2020 Unit Bahasa dan Budaya (UBB)	NFAUBB	5000	Indonesia	2021-04-08	2021-04-06	2022-01-24	
	juy	Juray Saura	2018 The Word for the World International	JUYWFW	801000	India	2021-04-08	2021-04-12	2021-03-10	
	kln	Kalenjin	Arorutyet Ne Leel	KLNRKV	5123400	Kenya	2021-04-08	2022-03-01	NULL
	kyo	Klon	2020 Unit Bahasa dan Budaya (UBB)	KYOUBB	5000	Indonesia	2021-04-08	2021-04-07	2022-01-24	
	obo	Manobo, Obo	2011 Wycliffe Bible Translators, Inc	OBOWBT	60000	Philippines	2021-04-07	2022-02-09	2018-04-13	
	bel	Belarusian	2003 Bible Society in the Republic of Belarus	BELBSB	6720000	Belize	2021-03-31	2021-04-23	NULL
	shi	Tachelhit	UBS Version	SHIRBD	3890000	Morocco	2021-03-31	2022-02-09	2021-09-16	
	hvn	Sabu	2020 Unit Bahasa dan Budaya (UBB)	HVNUBB	110000	Indonesia	2021-03-30	2021-04-13	2022-01-24	
	ubl	Bikol, Buhi’non	2017 Translators Association of the Philippines, Inc. and Philippine Bible Society	UBLTAP	73600	Philippines	2021-03-30	2022-03-02	2022-04-05	
	twe	Teiwa	2020 Unit Bahasa dan Budaya (UBB)	TWEUBB	4000	Indonesia	2021-03-30	2022-02-10	2022-01-24	
	mkn	Kupang Malay	2016 Unit Bahasa dan Budaya (UBB)	MKNUBB	200000	Indonesia	2021-03-29	2022-02-09	2022-01-24	
	rgu	Rikou-Oepao	Unit Bahasa dan Budaya (UBB)	RGUUBB	12000	Indonesia	2021-03-29	2021-04-07	2022-01-24	
	bza	Bandi	1998 Bible Society in Liberia	BZABSL	100000	Liberia	2021-03-29	2021-05-30	NULL
	oss	Digor	2002 Institute for Bible Translation, Moscow	OSSIBTD	NULL	Russia	2021-03-26	2022-03-01	2022-04-05	
